gpu_id,l1_cache_used,max_clock_rate,num_of_cores,threads_launched,Instructions.Executed,Instructions.Issued,Executed.IPC,Achieved.Occupancy,Global.Hit.Rate,Shared.Load.Transactions,Shared.Store.Transactions,Global.Load.Transactions,Global.Store.Transactions,Duration
7,0,1110,512,65536,10815488,10816141,3.412834,0.946021,58.333333,0,0,6291456.0,16384,0.000760501
7,0,1110,512,9437184,18583289856,18583290624,4.056293,0.916516,66.666667,0,0,10871635968.0,1179648,1.012151
7,0,1110,512,11075584,23625951232,23625952000,4.054618,0.914877,66.666667,0,0,13822328832.0,1384448,1.28728
7,0,1110,512,12845056,29507100672,29507101440,4.054384,0.914598,66.666667,0,0,17263755264.0,1605632,1.603741
7,0,1110,512,14745600,36291225600,36291227136,4.0537730000000005,0.916729,66.666667,0,0,21233664000.0,1843200,1.97793
7,0,1110,512,16777216,44042813440,44042814208,4.055083,0.918799,66.666667,0,0,25769803776.0,2097152,2.399308
7,0,1110,512,18939904,52826351616,52826353152,4.051973,0.916975,66.666667,0,0,30909923328.0,2367488,2.880432
7,0,1110,512,65536,10815488,10816256,4.071584,0.899042,58.333333,0,0,6291456.0,8192,0.000644319
7,0,1110,512,262144,86253568,86254336,4.083828,0.909512,58.333333,0,0,50331648.0,32768,0.00507585
7,0,1110,512,589824,290801664,290802432,4.048998,0.914714,58.333333,0,0,169869312.0,73728,0.017217
7,0,1110,512,1048576,688947200,688947968,4.063338,0.91214,58.333333,0,0,402653184.0,131072,0.040705
7,0,1110,512,7929856,14314629120,14314629888,4.056185,0.918947,66.666667,0,0,8373927936.0,991232,0.7771560000000001
7,0,1110,512,1638400,1345177600,1345178368,4.0594470000000005,0.910764,58.333333,0,0,786432000.0,204800,0.07951699999999999
7,0,1110,512,3211264,3689842688,3689843456,4.064637,0.90061,58.333333,0,0,2157969408.0,401408,0.198152
7,0,1110,512,4194304,5507252224,5507252992,4.067519,0.909931,58.333333,0,0,3221225472.0,524288,0.297365
7,0,1110,512,5308416,7840696320,7840697088,4.067211,0.902082,58.333333,0,0,4586471424.0,663552,0.426186
7,0,1110,512,6553600,10754662400,10754663168,4.063812,0.911504,58.333333,0,0,6291456000.0,819200,0.581449
7,0,1110,512,7929856,14313637888,14313638656,4.067528,0.910152,58.333333,0,0,8373927936.0,991232,0.777792
7,0,1110,512,9437184,18582110208,18582110976,4.062868,0.917628,58.333333,0,0,10871635968.0,1179648,1.010832
7,0,1110,512,11075584,23624566784,23624568320,4.064917,0.908036,58.333333,0,0,13822328832.0,1384448,1.282447
7,0,1110,512,12845056,29505495040,29505495808,4.055781,0.915669,58.333333,0,0,17263755264.0,1605632,1.607588
7,0,1110,512,16777216,44040716288,44040717056,4.0625269999999984,0.91278,58.333333,0,0,25769803776.0,2097152,2.395142
7,0,1110,512,18939904,52823984128,52823985664,4.059256,0.91314,58.333333,0,0,30909923328.0,2367488,2.875525
7,0,1110,512,2359296,2323980288,2323981056,4.063112,0.911472,58.333333,0,0,1358954496.0,294912,0.137533
7,0,1110,512,6553600,10755481600,10755483136,4.056775,0.91671,66.666667,0,0,6291456000.0,819200,0.5819479999999999
7,0,1110,512,14745600,36289382400,36289383168,4.061759,0.912226,58.333333,0,0,21233664000.0,1843200,1.973836
7,0,1110,512,4194304,5507776512,5507777280,4.058261,0.91064,66.666667,0,0,3221225472.0,524288,0.296641
7,0,1110,512,5308416,7841359872,7841360640,4.057057,0.915552,66.666667,0,0,4586471424.0,663552,0.427019
