"","GpuName","GpuId","L2","bandwith","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"1","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,256,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",86.13621,0.833215,1.871425,1.879702,5281,100,100,99.943193,0.000143,41.820782,0,0,0,0,10,16,0,0,0,0,10485760,32768,8,2044,55,0,93.320353,995.417099,559.922119,3.888348,995.416992,248.368231,497.70855,0,0,0,0,16.666667,25,4194304,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,33554432,0,16777216,0,0,10815488,10817040,"Low (1)","Mid (4)",0,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626572,141312,141312,4210688,1058816,0,0,1.279251,27.944168,16.183578,2.350919,0,49.475535,0.086867,1.188613,0.325722,1.165346,0,5,4718695,32774,0,0,54.82866,100,100,559.922119,3.888348,4718592,32768,559.934341,3.88906,0,622.134766,"High (8)",0,0,"Low (1)",0,2.272783,2.041205,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",5264400,5254128,2373360,2378000,14,0,4106,2,4115,4089,8,14,2359296,2359296,16384,16384,2359296,2359296,16384,16384,2359344,2359351,16384,16390,0,0,0,5,6633368,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,13243097,8436113,1190618,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,5827610,309557910,153828526,1024,0,0,0,0,1.394662,0.00029306,32,32,1,8,8,1,27,0,0
"2","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,512,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",96.479688,0.950719,1.942509,1.939885,10529,100,100,99.971507,2.6e-05,43.167689,0,0,0,0,10,16,0,0,0,0,83886080,131072,20748,38998,55,0,104.833876,559.114005,629.003256,2.184039,354.019085,665.415282,559.114006,0,0,0,0,16.666667,25,33554432,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254884,"Low (1)","Mid (4)",0,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776190,1089536,1089536,33619968,8429568,0,0,1.136035,29.467937,10.174497,2.347141,0,54.427536,0.01242,1.179186,0.226082,1.029166,0,5,37748839,131078,0,0,54.914197,99.943754,93.898773,629.003256,2.184039,37748736,131072,629.004973,2.184139,0,87.361328,"High (9)",0,0,"Low (1)",0,2.334007,2.284016,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",42008576,42008576,18935280,18944528,10132,17425,19476,22300,19418,19631,10068,10224,18874368,18874368,65536,65536,18864320,18864308,61486,61502,18874416,18874423,65541,65537,0,0,1,4,45381556,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,99143179,67297498,9478679,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,43946219,2672877414,1350625927,4096,0,0,0,0,1.33774,0.002055224,64,64,1,8,8,1,27,0,0
"3","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,768,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",97.660961,0.974492,1.91141,1.916708,15777,100,100,99.980985,5e-06,42.654183,0,0,0,0,10,16,0,0,0,0,283115520,294912,120572,100268,55,0,104.865963,372.856757,629.195778,1.456472,609.755926,507.074671,559.285136,0,0,0,0,16.666667,25,113246208,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802981,"Low (1)","Mid (4)",0,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859776,3631104,3631104,113393664,28403712,0,0,1.057226,29.778294,8.057244,2.58424,0,56.200739,0.001731,1.169182,0.159105,0.992239,0,5,127402087,294918,0,0,54.942768,99.906843,93.614027,629.195778,1.456472,127401984,294912,629.196286,1.456501,0,25.892578,"High (9)",0,0,"Low (1)",0,2.310748,2.287688,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",141705216,141705216,63848448,63848448,59984,59780,51104,51063,50857,50980,60032,60288,63700992,63700992,147456,147456,63640732,63640176,138059,138055,63701040,63701047,147456,147462,0,0,0,5,155444968,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,346465629,226916868,31943491,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,152470509,9509018136,4766391592,9216,0,0,0,0,1.302279,0.006865521,96,96,1,8,8,1,27,0,0
"4","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,1024,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.471484,0.982818,1.987081,1.985836,21025,100,100,99.985731,3e-06,44.193678,0,0,0,0,10,16,0,0,0,0,671088640,524288,5487655,175535,55,0,110.679674,295.145796,664.078041,1.152913,12.067395,395.266855,590.291592,0,0,0,0,16.666667,25,268435456,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948538,"Low (1)","Mid (4)",0,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286667,8552448,8552448,268697600,67272704,0,0,1.118748,29.874624,8.098826,2.327421,0,56.212189,0.000764,1.179417,0.118241,1.06977,0,5,301989991,524294,0,0,54.957065,98.178686,87.257195,664.078041,1.152913,301989888,524288,664.078268,1.152926,0,11.52832,"High (9)",0,0,"Low (1)",0,2.420705,2.4104,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",335765472,335847456,151257088,151257088,2707471,2796539,87669,84627,87632,87526,2708635,2708764,150994944,150994944,262144,262144,148212555,148212580,229278,229269,150994992,150994999,262144,262150,0,0,0,5,348266572,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,771992696,537624793,75661863,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,346836763,21808282222,10861716328,16384,0,0,0,0,1.363278,0.01538,128,128,1,8,8,1,27,0,0
"5","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,1280,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.674527,0.985685,1.887833,1.879828,26273,100,100,99.988581,1e-06,41.835157,0,0,0,0,10,16,0,0,0,0,1310720000,819200,13566601,250340,55,0,103.890726,221.633547,623.344353,886.53419,14.337606,270.91671,554.083869,0,0,0,0,16.666667,25,524288000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345179861,"Low (1)","Mid (4)",0,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466997,16640000,16640000,524697600,131328000,0,0,1.031432,29.604802,7.558996,2.643339,0,56.911479,0.000364,1.156816,0.093182,0.99959,0,5,589824103,819206,0,0,54.965646,97.42397,85.332153,623.344353,886.53419,589824000,819200,623.344462,886.540684,0,5.540039,"High (9)",0,0,"Low (1)",0,2.285153,2.288378,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",655718368,655820832,295356208,295286992,5609434,7001456,121633,125045,121553,121588,5611231,5612601,294912000,294912000,409600,409600,286115142,286111222,341776,341728,294912288,294912247,409605,409601,0,0,1,4,721281260,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,1652902154,1049754145,147712873,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,719897690,45453528948,22719886415,25600,0,0,1,0,1.366068,0.031759,160,160,1,8,8,1,27,0,0
"6","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,1536,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.383766,0.987755,1.933165,1.908083,31521,100,100,99.990483,1e-06,42.464392,0,0,0,0,10,16,0,0,0,0,2264924160,1179648,21458137,343458,55,0,95.873954,170.442585,575.243726,681.770341,12.110936,198.499449,511.327756,0,0,0,0,16.666667,25,905969664,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323982526,"Low (1)","Mid (4)",0,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068809061,28680192,28680192,906559488,226861056,0,0,1.075772,29.737278,7.441179,2.475169,0,56.949316,0.000427,1.183081,0.076183,1.061595,0,5,1019215975,1179654,0,0,54.971369,97.482523,88.727061,575.243726,681.770341,1019215872,1179648,575.243784,681.773808,0,2.958984,"High (9)",0,0,"Low (1)",0,2.339022,2.368241,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",1133113376,1132990432,510183920,510211600,10652427,10235900,171742,168481,171740,171926,10655255,10661705,509607936,509607936,589824,589824,499537391,499537027,508180,508038,509608224,509608183,589825,589829,0,0,1,4,1224337544,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,2788385519,1813635293,255173163,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,1216867455,76898498052,38776500351,36864,0,0,0,0,1.371451,0.054198,192,192,1,8,8,1,27,0,0
"7","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,1792,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.569165,0.986944,1.896075,1.842176,36769,100,100,99.991841,1e-06,40.997901,0,0,0,0,10,16,0,0,0,0,3596615680,1605632,70930258,457158,55,0,93.608357,142.641306,561.650143,570.565225,24.614491,162.452204,499.244572,0,0,0,0,16.666667,25,1438646272,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689847021,"Low (1)","Mid (4)",0,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284724461,45459456,45459456,1439449088,360163328,0,0,1.02941,30.047537,7.325742,2.485874,0,56.895633,0.000118,1.14379,0.067928,1.003968,0,5,1618477623,1605638,0,0,54.975457,95.626631,79.662276,561.650143,570.565225,1618477056,1605632,561.65034,570.567356,0,1.819336,"High (9)",0,0,"Low (1)",0,2.248575,2.27514,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",1799003088,1799218224,810041344,810041344,35076355,36518978,229383,229216,229401,229187,35064006,35063999,809238528,809238528,802816,802816,775903076,775904295,644431,644532,809239136,809239143,802816,802822,0,0,0,5,2001686796,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,4711370835,2879601949,405122560,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1991534751,124418957362,62520288218,50176,0,0,0,0,1.379596,0.087272,224,224,1,8,8,1,27,0,0
"8","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,2048,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.650254,0.990172,1.94747,1.985707,42017,100,100,99.99286,0,44.192451,0,0,0,0,10,16,0,0,0,0,5368709120,2097152,123492714,603384,55,0,98.166947,130.889263,589.001684,523.557053,30.107555,150.635695,523.557053,0,0,0,0,16.666667,25,2147483648,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507254410,"Low (1)","Mid (4)",0,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902618441,67764224,67764224,2148532224,537526272,0,0,1.099275,29.735826,7.403121,2.388953,0,57.063299,0.000188,1.162232,0.059467,1.08764,0,5,2415919343,2097158,0,0,54.978524,95.000319,75.491953,589.001684,523.557053,2415919104,2097152,589.001743,523.55855,0,1.277344,"High (9)",0,0,"Low (1)",0,2.449658,2.36614,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",2685198256,2685608016,1208989680,1209026576,61851749,60688421,297399,300881,297411,297400,61856314,61856350,1207959552,1207959552,1048576,1048576,1150167574,1150167734,791430,791399,1207960160,1207960167,1048576,1048582,0,0,0,5,2827376960,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,6380983804,4297982496,604636008,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,2818538526,178810989146,90118191665,65536,0,0,0,0,1.426899,0.124633,256,256,1,8,8,1,27,0,0
"9","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,2304,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.676226,0.9923,1.706351,1.719566,47265,100,100,99.993653,0,38.269571,0,0,0,0,10,16,0,0,0,0,7644119040,2654208,188540583,759942,55,0,84.862819,100.578156,509.176912,402.312622,27.908314,115.188507,452.6017,0,0,0,0,16.666667,25,3057647616,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697571,"Low (1)","Mid (4)",0,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904219,96380928,96380928,3058974720,765241344,0,0,0.86929,29.920171,6.309678,3.396194,0,57.458182,5.6e-05,1.154356,0.053325,0.838749,0,5,3439854103,2654214,0,0,54.980909,94.525754,73.257258,509.176912,402.312622,3439853568,2654208,509.176992,402.313531,0,794,"High (8)",0,0,"Low (1)",0,2.05797,2.075228,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",3823386624,3823386624,1721129376,1721378400,94355698,94169671,377386,379672,377318,377197,94351416,94340168,1719926784,1719926784,1327104,1327104,1626147834,1626155822,976608,976613,1719927072,1719927035,1327105,1327109,0,0,1,4,4559197528,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,11536106079,6119110877,860793384,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,4546067563,288304752704,147168882711,82944,0,0,0,0,1.429625,0.199642,288,288,1,8,8,1,27,0,0
"10","TitanX",8,3,"336,48",384,3505,"matMul_gpu_uncoalesced",1,2560,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",99.721047,0.991484,1.70231,1.695639,52513,100,100,99.994287,0,37.737204,0,0,0,0,10,16,0,0,0,0,10485760000,3276800,262954095,942314,55,0,84.351155,89.974566,506.106932,359.898262,28.203941,103.49645,449.872828,0,0,0,0,16.666667,25,4194304000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754663698,"Low (1)","Mid (4)",0,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991159,132096000,132096000,4195942400,1049600000,0,0,0.863174,29.733493,5.519518,3.441614,0,58.380269,7.8e-05,1.170441,0.048241,0.843171,0,5,4718592103,3276806,0,0,54.982818,94.428722,72.811371,506.106932,359.898262,4718592000,3276800,506.106943,359.898921,0,575,"High (8)",0,0,"Low (1)",0,2.031405,2.053323,0,"GeForce GTX TITAN X (0)",1,7,"matMul(float*, float*, float*, int)",5244415968,5244620832,2360911344,2360957456,131834083,131507894,471009,466571,470900,470899,131831769,131817444,2359296000,2359296000,1638400,1638400,2227933887,2227939127,1195523,1196010,2359296488,2359296511,1638401,1638405,0,0,5,0,6350255132,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,16048178499,8393318931,1180672860,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,6335336411,403233254846,203142452788,102400,0,0,0,0,1.454215,0.265343,320,320,1,8,8,1,27,0,0
