"","GpuName","GpuId","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","L1.Global.Hit.Rate","Branch.Efficiency","L1.Local.Hit.Rate","Multiprocessor.Activity","Executed.IPC","Achieved.Occupancy","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Multiprocessor.Activity.1","Executed.IPC.1","Instruction.Replay.Overhead","Shared.Memory.Replay.Overhead","Global.Memory.Replay.Overhead","Global.Memory.Cache.Replay.Overhead","Texture.Cache.Hit.Rate","Texture.Cache.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Global.Store.Throughput","Global.Load.Throughput","Local.Memory.Cache.Replay.Overhead","Shared.Memory.Efficiency","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","L2.Hit.Rate..L1.Reads.","L2.Hit.Rate..Texture.Reads.","L2.Throughput..L1.Reads.","L2.Throughput..Texture.Reads.","Local.Memory.Overhead","Issued.IPC","Instructions.per.warp","Issue.Slot.Utilization","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Local.Load.Transactions","Local.Store.Transactions","Shared.Load.Transactions","Shared.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","System.Memory.Read.Transactions","System.Memory.Write.Transactions","Texture.Cache.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Single.Precision.Special.","L1.Shared.Memory.Utilization","L2.Cache.Utilization","Texture.Cache.Utilization","Device.Memory.Utilization","System.Memory.Utilization","Load.Store.Function.Unit.Utilization","Arithmetic.Function.Unit.Utilization","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Instructions.Executed","Instructions.Issued","Issue.Slots","L2.Throughput..Atomic.requests.","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Atomic.Replay.Overhead","Atomic.Transactions","Atomic.Transactions.Per.Request","ECC.Transactions","ECC.Throughput","L2.Read.Transactions..L1.read.requests.","L2.Write.Transactions..L1.write.requests.","L2.Transactions..Texture.Reads.","L2.Throughput..L1.Writes.","L2.Transactions..Atomic.requests.","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Eligible.Warps.Per.Active.Cycle","Atomic.Throughput","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex2_cache_sector_queries","tex3_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","tex2_cache_sector_misses","tex3_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp2_write_sector_misses","l2_subp3_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp2_read_sector_misses","l2_subp3_read_sector_misses","l2_subp0_write_l1_sector_queries","l2_subp1_write_l1_sector_queries","l2_subp2_write_l1_sector_queries","l2_subp3_write_l1_sector_queries","l2_subp0_read_l1_sector_queries","l2_subp1_read_l1_sector_queries","l2_subp2_read_l1_sector_queries","l2_subp3_read_l1_sector_queries","l2_subp0_read_l1_hit_sectors","l2_subp1_read_l1_hit_sectors","l2_subp2_read_l1_hit_sectors","l2_subp3_read_l1_hit_sectors","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp2_read_tex_sector_queries","l2_subp3_read_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp2_read_tex_hit_sectors","l2_subp3_read_tex_hit_sectors","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp2_read_sysmem_sector_queries","l2_subp3_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","l2_subp2_write_sysmem_sector_queries","l2_subp3_write_sysmem_sector_queries","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp2_total_read_sector_queries","l2_subp3_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp2_total_write_sector_queries","l2_subp3_total_write_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","atom_cas_count","warps_launched","threads_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","local_load","local_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","branch","divergent_branch","l1_local_load_hit","l1_local_load_miss","l1_local_store_hit","l1_local_store_miss","l1_global_load_hit","l1_global_load_miss","uncached_global_load_transaction","global_store_transaction","shared_load_replay","shared_store_replay","global_ld_mem_divergence_replays","global_st_mem_divergence_replays","local_load_transactions","local_store_transactions","l1_shared_load_transactions","l1_shared_store_transactions","X__l1_global_load_transactions","X__l1_global_store_transactions","atom_count","gred_count","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"679","GTX-680",1,"dotProd",7,255852544,"GeForce GTX 680 (1)",1,7,"dotProd(float*, float*, float*, int)",0,100,0,98.732705,2.355293,0.965926,28.320384,14.160192,98.732705,2.355293,0.026435,0,0,0,0,0,28.320387,69.519234,113.281535,28.320384,0,6.351448,100,12.5,0,0,28.320384,0,"0.000268",2.417554,168.15625,47.162226,0,0,1,1.040205,1,1,0,0,160157696,91485317,15990784,249856,0,1,0,63963143,153333,63963236,249860,0,0,567.292691,324.049065,28.320428,113.283349,0,475,280526553,263847936,268003299,268245960,767307776,255602688,0,255852544,0,0,0,0,0,"Mid (5)","Low (1)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (4)","Low (2)","Idle (0)",1344475136,1380015971,1076867281,0,511455232,0,16630415360,0,2814128128,1534865408,6396563456,0,0,0,0,0,0,63963136,250028,0,113.359518,0,0.345614,0,7.137692,0,"GeForce GTX 680 (1)",1,7,"dotProd(float*, float*, float*, int)",0,0,0,0,0,0,0,0,31981591,31981568,76034,78790,38158,39475,37924,39281,15990796,15990787,15990800,15990784,62464,62464,62464,62464,15990784,15990784,15990784,15990784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15990802,15990800,15990800,15990804,62465,62468,62464,62464,581251766,0,0,511705088,0,0,0,0,249856,0,0,0,0,0,0,0,0,0,0,0,7995392,255852544,1344475136,773590633,303184853,160157696,87949312,0,0,15990784,249856,573363826,35583065116,249856,126993477,0,0,0,0,0,0,0,15990784,249856,0,0,0,0,0,0,160157696,91755071,15995479,249893,0,0,0.874472,0.064915,249856,1,1,1024,1,1,13,4096,0
"680","GTX-680",1,"dotProd",7,260046848,"GeForce GTX 680 (1)",1,7,"dotProd(float*, float*, float*, int)",0,100,0,98.426196,2.321043,0.970069,27.906973,13.953485,98.426196,2.321043,0.026744,0,0,0,0,0,27.906995,66.797745,111.627891,27.906973,0,6.338279,100,12.5,0,0,27.906973,0,"0",2.383116,168.15625,46.491835,0,0,1,1.04615,1,1,0,0,162783232,93516518,16252928,253952,0,4,0,65011763,151964,65011846,254457,0,0,559.01155,321.143726,27.90703,111.849871,0,1.799805,285187903,268173312,272808435,272842274,779886592,259792896,0,260046848,0,0,0,0,0,"Mid (5)","Low (1)","Idle (0)","Low (2)","Low (1)","Mid (5)","Mid (4)","Low (2)","Idle (0)",1366515712,1403061604,1094884218,0,519839744,0,16903045120,0,2860261376,1560027136,6501425152,0,0,0,0,0,0,65011712,253952,0,111.627891,0,0.339531,0,7.261395,0,"GeForce GTX 680 (1)",1,7,"dotProd(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32505863,32505856,78528,71826,39208,35756,38644,38765,16252932,16252931,16252928,16252928,63488,63488,63488,63488,16252928,16252928,16252928,16252928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16252944,16252946,16252944,16252978,63489,63492,63488,63492,587974856,0,0,520093696,0,0,0,0,253952,0,0,0,0,0,0,0,0,0,0,0,8126464,260046848,1366515712,786770896,308155787,162783232,89391104,0,0,16252928,253952,580677842,35996737040,253952,129275115,0,0,0,0,0,0,0,16252928,253952,0,0,0,0,0,0,162783232,92911134,16268242,254003,0,0,0.8884,0.066022,253952,1,1,1024,1,1,13,4096,0
"681","GTX-680",1,"vectorAdd",8,131072,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,80.197612,0.65349,0.418895,65.877125,32.938562,80.197612,0.65349,0.176636,0,0,0,0,0,65.907281,32.938562,32.938562,65.877125,0,0,100,100,0,0,65.877125,0,"0",0.768919,18,19.22298,0,0,0,0,1,1,0,0,0,0,8192,4096,0,4,0,32783,16384,32854,16389,0,0,0,0,66.05002,32.948615,0,8.23464,8192,16384,18241,12288,131072,131072,0,0,0,0,0,0,0,"Low (1)","Low (2)","Idle (0)","Mid (6)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",73728,86751,86751,0,131072,0,1048576,0,131072,393216,524288,0,0,0,0,0,0,32768,16384,0,32.938562,0,0.242631,0,0.96756,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,16399,16384,8192,8192,4096,4096,4096,4096,8200,8195,8192,8192,4096,4096,4096,4096,8192,8192,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8208,8212,8208,8208,4097,4096,4097,4096,137602,0,0,262144,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,4096,131072,73728,86837,0,0,0,0,0,8192,4096,110027,2953770,2048,4096,0,0,0,0,0,0,0,8192,4096,0,0,0,0,0,0,0,0,8192,4096,0,0,0.195672,1.5616e-05,2048,1,1,64,1,1,10,0,0
"682","GTX-680",1,"vectorAdd",8,262144,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,88.427498,0.687088,0.42407,73.608389,36.804195,88.427498,0.687088,0.170336,0,0,0,0,0,73.625237,36.804195,36.804195,73.608389,0,0,100,100,0,0,73.608389,0,"0",0.804124,18,20.103094,0,0,0,0,1,1,0,0,0,0,16384,8192,0,9,0,65551,32768,65646,32777,0,0,0,0,73.731938,36.814303,0,10.351179,16384,32768,36309,24576,262144,262144,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",147456,172573,172573,0,262144,0,2097152,0,262144,786432,1048576,0,0,0,0,0,0,65536,32768,0,36.804195,0,0.281285,0,0.965379,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,32775,32768,16384,16384,8192,8192,8192,8192,16388,16387,16384,16384,8192,8192,8192,8192,16384,16384,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,16400,16404,16404,16400,8193,8196,8192,8196,233892,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,147456,173020,0,0,0,0,0,16384,8192,206943,5577228,4096,8192,0,0,0,0,0,0,0,16384,8192,0,0,0,0,0,0,0,0,16384,8192,0,0,0.195624,2.9376e-05,4096,1,1,64,1,1,10,0,0
"683","GTX-680",1,"vectorAdd",8,524288,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,93.722806,0.694273,0.426912,76.405868,38.202934,93.722806,0.694273,0.171197,0,0,0,0,0,76.414612,38.202934,38.202934,76.405868,0,0,100,100,0,0,76.405868,0,"0",0.813131,18,20.328266,0,0,0,0,1,1,0,0,0,0,32768,16384,0,5,0,131087,65536,131148,65536,0,0,0,0,76.450171,38.202934,0,2.984604,32768,65536,73142,49152,524288,524288,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",294912,345400,345400,0,524288,0,4194304,0,524288,1572864,2097152,0,0,0,0,0,0,131072,65536,0,38.202934,0,0.301246,0,0.950322,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,65543,65536,32768,32768,16384,16384,16384,16384,32772,32771,32768,32768,16384,16384,16384,16384,32768,32768,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32784,32784,32784,32800,16389,16384,16388,16389,438568,0,0,1048576,0,0,0,0,524288,0,0,0,0,0,0,0,0,0,0,0,16384,524288,294912,345330,0,0,0,0,0,32768,16384,410546,11181994,8192,16384,0,0,0,0,0,0,0,32768,16384,0,0,0,0,0,0,0,0,32768,16384,0,0,0.197327,5.6769e-05,8192,1,1,64,1,1,10,0,0
"684","GTX-680",1,"vectorAdd",8,1048576,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,96.656337,0.704022,0.426946,79.185291,39.592646,96.656337,0.704022,0.165626,0,0,0,0,0,79.187406,39.592646,39.592646,79.185291,0,0,100,100,0,0,79.185291,0,"0",0.820626,18,20.515653,0,0,0,0,1,1,0,0,0,0,65536,32768,0,6,0,262151,131072,262266,131077,0,0,0,0,79.222143,39.594156,0,1.855905,65536,131072,145175,98304,1048576,1048576,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",589824,687514,687514,0,1048576,0,8388608,0,1048576,3145728,4194304,0,0,0,0,0,0,262144,131072,0,39.592646,0,0.315038,0,0.962727,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,131116,131072,65536,65536,32768,32768,32768,32768,65557,65539,65536,65536,32768,32768,32768,32768,65536,65536,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65552,65554,65552,65556,32772,32768,32772,32768,855336,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,589824,687532,0,0,0,0,0,65536,32768,826599,22592286,16384,32768,0,0,0,0,0,0,0,65536,32768,0,0,0,0,0,0,0,0,65536,32768,0,0,0.216986,0.000111297,16384,1,1,64,1,1,10,0,0
"685","GTX-680",1,"vectorAdd",8,2097152,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,98.348726,0.712405,0.428165,80.928358,40.464179,98.348726,0.712405,0.164462,0,0,0,0,0,80.929439,40.464179,40.464179,80.928358,0,0,100,100,0,0,80.928358,0,"0",0.829568,18,20.739198,0,0,0,0,1,1,0,0,0,0,131072,65536,0,1,0,524295,262144,524398,262148,0,0,0,0,80.945338,40.464797,0,161.856445,131072,262144,289484,196608,2097152,2097152,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",1179648,1373655,1373655,0,2097152,0,16777216,0,2097152,6291456,8388608,0,0,0,0,0,0,524288,262144,0,40.464179,0,0.324371,0,0.962245,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,262159,262144,131072,131072,65536,65536,65536,65536,131080,131075,131076,131072,65536,65536,65536,65536,131072,131072,131072,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,131092,131088,131088,131092,65536,65536,65536,65536,1633624,0,0,4194304,0,0,0,0,2097152,0,0,0,0,0,0,0,0,0,0,0,65536,2097152,1179648,1375251,0,0,0,0,0,131072,65536,1605870,43859998,32768,65536,0,0,0,0,0,0,0,131072,65536,0,0,0,0,0,0,0,0,131072,65536,0,0,0.268205,0.000220449,32768,1,1,64,1,1,10,0,0
"686","GTX-680",1,"vectorAdd",8,4194304,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,99.16448,0.707369,0.429112,80.93821,40.469105,99.16448,0.707369,0.171923,0,0,0,0,0,80.93875,40.469105,40.469105,80.93821,0,0,100,100,0,0,80.93821,0,"0",0.828982,18,20.724553,0,0,0,0,1,1,0,0,0,0,262144,131072,0,5,0,1048583,524288,1048644,524294,0,0,0,0,80.943459,40.469568,0,404.69043,262144,524288,588822,393216,4194304,4194304,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",2359296,2764914,2764914,0,4194304,0,33554432,0,4194304,12582912,16777216,0,0,0,0,0,0,1048576,524288,0,40.469105,0,0.324749,0,0.959118,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,524295,524296,262144,262144,131072,131072,131072,131072,262148,262151,262144,262144,131072,131072,131072,131072,262144,262144,262144,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,262162,262164,262160,262162,131077,131072,131072,131072,3345786,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2359296,2765184,0,0,0,0,0,262144,131072,3315707,91101944,65536,131072,0,0,0,0,0,0,0,262144,131072,0,0,0,0,0,0,0,0,262144,131072,0,0,0.327709,0.000439072,65536,1,1,64,1,1,10,0,0
"687","GTX-680",1,"vectorAdd",8,8388608,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,99.571504,0.710123,0.428626,81.377877,40.688939,99.571504,0.710123,0.162108,0,0,0,0,0,81.378459,40.688939,40.688939,81.377877,0,0,100,100,0,0,81.377877,0,"0",0.82524,18,20.630996,0,0,0,0,1,1,0,0,0,0,524288,262144,0,1,0,2097167,1048576,2097238,1048581,0,0,0,0,81.381214,40.689133,0,40.688477,524288,1048576,1155377,786432,8388608,8388608,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",4718592,5483515,5483515,0,8388608,0,67108864,0,8388608,25165824,33554432,0,0,0,0,0,0,2097152,1048576,0,40.688939,0,0.327352,0,0.960969,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,1048583,1048576,524288,524288,262144,262144,262144,262144,524292,524291,524288,524288,262144,262144,262144,262144,524288,524288,524288,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,524308,524304,524308,524304,262144,262144,262145,262144,6481076,0,0,16777216,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,0,0,262144,8388608,4718592,5487848,0,0,0,0,0,524288,262144,6453504,176246006,131072,262144,0,0,0,0,0,0,0,524288,262144,0,0,0,0,0,0,0,0,524288,262144,0,0,0.473975,0.000879678,131072,1,1,64,1,1,10,0,0
"688","GTX-680",1,"vectorAdd",8,12582912,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,100,0,99.716794,0.715347,0.428621,81.904912,40.952456,99.716794,0.715347,0.170703,0,0,0,0,0,81.905094,40.952456,40.952456,81.904912,0,0,100,100,0,0,81.904912,0,"0",0.837458,18,20.936458,0,0,0,0,1,1,0,0,0,0,786432,393216,0,1,0,3145735,1572864,3145824,1572864,0,0,0,0,81.907411,40.952456,0,27.300781,786432,1572864,1761693,1179648,12582912,12582912,0,0,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",7077888,8286105,8286105,0,12582912,0,100663296,0,12582912,37748736,50331648,0,0,0,0,0,0,3145728,1572864,0,40.952456,0,0.330241,0,0.964153,0,"GeForce GTX 680 (1)",1,7,"vectorAdd(float const *, float const *, float*, int)",0,0,0,0,0,0,0,0,1572879,1572864,786432,786432,393216,393216,393216,393216,786440,786435,786432,786432,393216,393216,393216,393216,786432,786432,786432,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,786448,786448,786450,786448,393220,393216,393216,393216,9680456,0,0,25165824,0,0,0,0,12582912,0,0,0,0,0,0,0,0,0,0,0,393216,12582912,7077888,8285900,0,0,0,0,0,786432,393216,9652783,263525862,196608,393216,0,0,0,0,0,0,0,786432,393216,0,0,0,0,0,0,0,0,786432,393216,0,0,0.623724,0.001313084,196608,1,1,64,1,1,10,0,0
