"","X","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"326",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,131072,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",45.602177,0.711846,1.245417,1.207847,21,100,100,95.238095,0.035714,28.806995,0,0,0,0,8,4,0,0,0,0,65536,16384,228,13122,50,0,188.389508,94.194754,376.779015,94.194754,1.310816,75.440891,188.389508,0,0,0,0,50,100,32768,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,131072,131072,0,0,0,86016,89088,"Low (3)","Low (1)",0,"Idle (0)",131072,0,1572864,0,131072,393216,393216,0,84992,8192,8192,57344,20480,0,0,4.618068,12.291849,48.110821,0,0,10.18634,19.505782,0.250257,3.672321,1.364562,0,5,32871,16390,0,0,50,100,99.462891,188.389508,94.194754,32768,16384,188.981674,94.229249,0,28.745957,"Mid (4)",0,0,"Low (1)",0,1.704475,0.316362,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",48960,49344,33024,32512,8,0,4513,5872,4467,4495,0,8,16384,16384,8192,8192,16264,16232,8184,8140,16480,16535,8197,8193,0,0,5,0,159820,0,0,262144,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,4096,182614,80164,4096,86016,2752512,2621440,0,0,0,0,0,0,0,0,0,8192,4096,0,8192,69334,3056082,415251,512,0,0,0,0,11.167163,6.304e-06,512,1,1,256,1,1,8,0,0
"327",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,262144,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",63.598929,0.754503,1.042504,1.1153,21,100,100,95.238095,0.013573,26.572614,0,0,0,0,8,4,0,0,0,0,131072,32768,21352,35037,50,0,211.81214,105.90607,423.62428,105.90607,69.009595,113.239471,211.81214,0,0,0,0,50,100,65536,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,262144,262144,0,0,0,172032,174367,"Mid (6)","Low (2)",0,"Idle (0)",262144,0,3145728,0,262144,786432,786432,0,166175,16384,16384,114688,40960,0,0,5.247073,9.547097,66.350401,0,0,6.341705,8.492473,0.201727,2.764152,1.055373,0,5,65791,32774,0,0,50,66.552734,0.048828,211.81214,105.90607,65536,32768,212.636299,105.925462,0,16.159983,"Mid (4)",0,0,"Low (1)",0,1.576311,0.395544,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",98112,98496,65408,65664,11812,10884,17243,17356,17167,17174,11588,11804,32768,32768,16384,16384,22292,22280,0,0,32816,32823,16388,16386,0,0,0,5,255976,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,477065,158720,8192,172032,5505024,5242880,0,0,0,0,0,0,0,0,0,16384,8192,0,16384,164676,7832706,1076865,1024,0,0,0,0,11.170162,9.184e-06,1024,1,1,256,1,1,8,0,0
"328",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,524288,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",80.882723,0.785896,0.751673,0.769088,21,100,100,95.238095,0.008929,18.31781,0,0,0,0,8,4,0,0,0,0,262144,65536,99836,65990,50,0,187.212284,93.606142,374.424567,93.606142,142.597393,94.254597,187.212284,0,0,0,0,50,100,131072,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,524288,524288,0,0,0,344064,347136,"High (8)","Low (2)",0,"Idle (0)",524288,0,6291456,0,524288,1572864,1572864,0,330752,32768,32768,229376,81920,0,0,2.594711,6.335541,82.17138,0,0,4.155849,2.038278,0.140342,1.829409,0.73449,0,5,131319,65542,0,0,50,23.959351,0,187.212284,93.606142,131072,65536,187.565078,93.614712,0,7.141581,"Mid (4)",0,0,"Low (1)",0,1.08726,0.363293,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",196800,196416,131072,131072,51828,65556,32888,29549,32982,32940,51788,51612,65536,65536,32768,32768,13624,13476,0,0,65584,65591,32773,32769,0,0,5,0,548120,0,0,1048576,0,0,0,0,524288,0,0,0,0,0,0,0,0,0,0,16384,1716137,314368,16384,344064,11010048,10485760,0,0,0,0,0,0,0,0,0,32768,16384,0,32768,443788,22644524,3573547,2048,0,0,0,0,11.173231,2.3744e-05,2048,1,1,256,1,1,8,0,0
"329",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,1048576,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",91.681262,0.825394,0.630399,0.630015,21,100,100,95.238095,0.003398,15.003701,0,0,0,0,8,4,0,0,0,0,524288,131072,262152,131676,50,0,166.30205,83.151025,332.6041,83.151025,166.307125,83.534198,166.30205,0,0,0,0,50,100,262144,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,1048576,1048576,0,0,0,688128,690466,"High (8)","Low (2)",0,"Idle (0)",1048576,0,12582912,0,1048576,3145728,3145728,0,657698,65536,65536,458752,163840,0,0,1.572923,4.844403,87.593202,0,0,2.650048,1.321084,0.102766,1.381932,0.533642,0,5,262247,131078,0,0,50,0,0,166.30205,83.151025,262144,131072,166.367392,83.154831,0,3.171959,"Mid (4)",0,0,"Low (1)",0,0.874693,0.345259,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",393792,392640,261760,262528,131080,131096,66414,66083,66140,66180,131072,131080,131072,131072,65536,65536,0,0,0,0,131120,131127,65541,65537,0,0,5,0,1188512,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,3695582,625664,32768,688128,22020096,20971520,0,0,0,0,0,0,0,0,0,65536,32768,0,65536,1095474,57975938,7554351,4096,0,0,0,0,11.202171,5.0688e-05,4096,1,1,256,1,1,8,0,0
"330",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,2097152,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",95.860182,0.827918,0.619936,0.620107,21,100,100,95.238095,0.002232,14.765707,0,0,0,0,8,4,0,0,0,0,1048576,262144,524296,263576,50,0,169.32316,84.66158,338.64632,84.66158,169.325744,85.124056,169.32316,0,0,0,0,50,100,524288,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2097152,2097152,0,0,0,1376256,1379328,"High (8)","Low (2)",0,"Idle (0)",2097152,0,25165824,0,2097152,6291456,6291456,0,1313792,131072,131072,917504,327680,0,0,1.172301,4.777192,89.224608,0,0,2.466021,0.386841,0.093015,1.36934,0.510683,0,5,524391,262150,0,0,50,0,0,169.32316,84.66158,524288,262144,169.356425,84.663518,0,1.614791,"Mid (4)",0,0,"Low (1)",0,0.853758,0.353597,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",785664,787200,524288,524288,262160,262144,128500,131723,128715,128722,262152,262176,262144,262144,131072,131072,0,0,0,0,262192,262199,131073,131077,0,0,5,0,2315036,0,0,4194304,0,0,0,0,2097152,0,0,0,0,0,0,0,0,0,0,65536,7406400,1247533,65536,1376256,44040192,41943040,0,0,0,0,0,0,0,0,0,131072,65536,0,131072,2210097,116306920,15232254,8192,0,0,0,0,11.256332,9.9041e-05,8192,1,1,256,1,1,8,0,0
"331",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,4194304,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",97.843906,0.832796,0.614096,0.614489,21,100,100,95.238095,0.000851,14.631498,0,0,0,0,8,4,0,0,0,0,2097152,524288,1048608,524659,50,0,170.62154,85.31077,341.243079,85.31077,170.626747,85.371138,170.62154,0,0,0,0,50,100,1048576,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304,4194304,0,0,0,2752512,2754855,"High (8)","Low (2)",0,"Idle (0)",4194304,0,50331648,0,4194304,12582912,12582912,0,2623783,262144,262144,1835008,655360,0,0,1.137863,4.704598,89.617313,0,0,2.301444,0.281506,0.092888,1.356953,0.507436,0,5,1048823,524294,0,0,50,0,0,170.62154,85.31077,1048576,524288,170.661731,85.311746,0,813.586,"Mid (4)",0,0,"Low (1)",0,0.847409,0.358193,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",1573056,1572672,1048576,1048576,524296,524312,262327,262025,262243,262351,524296,524312,524288,524288,262144,262144,0,0,0,0,524336,524343,262144,262150,0,0,4,1,4579804,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,15090109,2493440,131072,2752512,88080384,83886080,0,0,0,0,0,0,0,0,0,262144,131072,0,262144,4479692,236465592,30900837,16384,0,0,0,0,11.361186,0.000196866,16384,1,1,256,1,1,8,0,0
"332",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,8388608,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",98.881467,0.827896,0.613534,0.613336,21,100,100,95.238095,0.000425,14.603558,0,0,0,0,8,4,0,0,0,0,4194304,1048576,2097184,1049196,50,0,171.600569,85.800284,343.201137,85.800284,171.603187,85.851016,171.600569,0,0,0,0,50,100,2097152,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,8388608,8388608,0,0,0,5505024,5507356,"High (8)","Low (2)",0,"Idle (0)",8388608,0,100663296,0,8388608,25165824,25165824,0,5245212,524288,524288,3670016,1310720,0,0,1.183693,4.712778,89.688483,0,0,2.308914,0.141613,0.093386,1.359419,0.511712,0,5,2097255,1048582,0,0,50,0,0,171.600569,85.800284,2097152,1048576,171.608997,85.800775,0,409.127,"Mid (4)",0,0,"Low (1)",0,0.847011,0.36119,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",3146304,3145152,2097152,2097152,1048584,1048600,524561,521396,524535,524611,1048576,1048584,1048576,1048576,524288,524288,0,0,0,0,1048624,1048631,524292,524290,0,0,0,5,9073648,0,0,16777216,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,0,262144,30078540,4983808,262144,5505024,176160768,167772160,0,0,0,0,0,0,0,0,0,524288,262144,0,524288,8973542,477052738,61301094,32768,0,0,0,0,11.544696,0.000390596,32768,1,1,256,1,1,8,0,0
"333",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,12582912,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",99.133733,0.824886,0.612145,0.613065,21,100,100,95.238095,0.000284,14.596999,0,0,0,0,8,4,0,0,0,0,6291456,1572864,3145736,1573310,50,0,171.873638,85.936819,343.747276,85.936819,171.874075,85.961187,171.873638,0,0,0,0,50,100,3145728,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,12582912,12582912,0,0,0,8257536,8259878,"High (8)","Low (2)",0,"Idle (0)",12582912,0,150994944,0,12582912,37748736,37748736,0,7866662,786432,786432,5505024,1966080,0,0,1.143338,4.720424,89.748547,0,0,2.314089,0.094583,0.094417,1.365029,0.519572,0,5,3145975,1572870,0,0,50,0,0,171.873638,85.936819,3145728,1572864,171.887133,85.937147,0,273.185,"Mid (4)",0,0,"Low (1)",0,0.84997,0.362005,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",4718592,4718592,3145856,3145600,1572880,1572864,783771,786092,783946,783944,1572872,1572896,1572864,1572864,786432,786432,0,0,0,0,1572912,1572919,786437,786433,0,0,1,4,13579292,0,0,25165824,0,0,0,0,12582912,0,0,0,0,0,0,0,0,0,0,393216,45403831,7473441,393216,8257536,264241152,251658240,0,0,0,0,0,0,0,0,0,786432,393216,0,786432,13472469,708768392,92666365,49152,0,0,0,0,11.74286,0.000587366,49152,1,1,256,1,1,8,0,0
"334",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,16777216,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",99.407602,0.812192,0.611956,0.612206,21,100,100,95.238095,0.00021,14.576541,0,0,0,0,8,4,0,0,0,0,8388608,2097152,4194336,2098544,50,0,171.991543,85.995771,343.983085,85.995771,171.992855,86.052852,171.991543,0,0,0,0,50,100,4194304,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,16777216,16777216,0,0,0,11010048,11013120,"High (8)","Low (2)",0,"Idle (0)",16777216,0,201326592,0,16777216,50331648,50331648,0,10488832,1048576,1048576,7340032,2621440,0,0,1.151329,4.757436,89.685615,0,0,2.356841,0.047894,0.096115,1.376128,0.528642,0,5,4194559,2097158,0,0,50,0,0,171.991543,85.995771,4194304,2097152,172.001999,85.996017,0,205.029,"Mid (4)",0,0,"Low (1)",0,0.851125,0.362039,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",6292032,6290880,4194688,4193920,2097160,2097152,1049090,1049434,1049054,1049096,2097152,2097160,2097152,2097152,1048576,1048576,0,0,0,0,2097248,2097303,1048577,1048581,0,0,1,4,18073892,0,0,33554432,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,60150167,9963809,524288,11010048,352321536,335544320,0,0,0,0,0,0,0,0,0,1048576,524288,0,1048576,17967957,941150766,121933233,65536,0,0,0,0,11.934478,0.000780712,65536,1,1,256,1,1,8,0,0
"335",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","vectorAdd",8,20971520,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",99.5788,0.819045,0.51313,0.513187,21,100,100,95.238095,0.00017,12.218843,0,0,0,0,8,4,0,0,0,0,10485760,2621440,5242912,2622403,50,0,172.235824,86.117912,344.471647,86.117912,172.236875,86.149548,172.235824,0,0,0,0,50,100,5242880,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,20971520,20971520,0,0,0,13762560,13764917,"High (8)","Low (1)",0,"Idle (0)",20971520,0,251658240,0,20971520,62914560,62914560,0,13109557,1310720,1310720,9175040,3276800,0,0,0.986671,3.982057,91.354386,0,0,1.976212,0.035508,0.079702,1.139835,0.445629,0,5,5243135,2621446,0,0,50,0,0,172.235824,86.117912,5242880,2621440,172.244201,86.118109,0,164.256,"Low (3)",0,0,"Low (1)",0,0.714304,0.304162,0,"Graphics Device (0)",2,14,"vectorAdd(float const *, float const *, float*, int)",7864128,7864512,5242752,5243008,2621448,2621440,1311064,1311038,1311247,1311255,2621440,2621448,2621440,2621440,1310720,1310720,0,0,0,0,2621536,2621599,1310721,1310725,0,0,1,4,22566932,0,0,41943040,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,655360,92043226,12454191,655360,13762560,440401920,419430400,0,0,0,0,0,0,0,0,0,1310720,655360,0,1310720,22468581,1179117436,182474326,81920,0,0,0,0,12.098509,0.000975819,81920,1,1,256,1,1,8,0,0
