"","X","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"257",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,131072,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",70.57959,0.842225,2.24007,2.305098,127.375,100,96.56526,92.639843,0.005844,47.888097,1,1,0,0,8,1,10240,12800,0,0,65536,512,0,14,50,0,88.818781,177.637562,88.818781,1.387793,0,38.858216,88.818781,0,0,138.779346,111.023477,100,12.5,32768,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,392704,130560,131072,0,0,521728,524777,"Low (1)","Low (1)",70.972222,"Low (1)",261632,0,8913920,0,3407872,785920,2097152,0,436201,129536,129536,101376,76800,0,0,14.102588,16.300384,8.834723,0,29.641099,22.848073,5.697087,1.001525,0.102066,1.472454,0,5,32871,518,0,0,49.612403,100,100,88.818781,1.387793,32768,512,89.097966,1.404057,0,13.877934,"Low (2)",0,0,"Low (1)",0,2.702625,0.471287,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",33027,33021,16641,16639,0,0,16,2,8,10,0,0,16384,16384,256,256,16384,16384,256,256,16432,16455,257,261,0,0,5,0,326824,0,0,262144,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,4096,498345,347624,88576,521728,16121856,15466496,0,0,12800,10240,0,0,0,0,0,8192,512,0,92672,233034,12593192,1562096,512,0,0,12800,10240,1.315486,1.3184e-05,512,1,1,256,1,1,11,1024,0
"258",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,262144,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",82.241504,0.886279,2.3738,2.317152,127.375,100,96.56526,92.639843,0.002944,48.122858,1,1,0,0,8,1,20480,25600,0,0,131072,1024,7716,10196,50,0,101.64585,203.291698,101.64585,1.588216,11.967459,15.81392,101.64585,0,0,158.82164,127.057312,100,12.5,65536,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,785408,261120,262144,0,0,1043456,1046528,"Low (1)","Low (1)",70.972222,"Low (1)",523264,0,17827840,0,6815744,1571840,4194304,0,869376,259072,259072,202752,153600,0,0,15.157688,16.11136,9.952941,0,30.317264,23.655956,2.142483,1.039917,0.105581,1.516809,0,5,65639,1030,0,0,49.612403,89.990234,97.65625,101.64585,1.588216,65536,1024,101.805602,1.597522,0,7.941081,"Low (2)",0,0,"Low (1)",0,2.732349,0.573437,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",66048,66048,33278,33282,4000,21421,5841,10408,5860,5912,3772,3988,32768,32768,512,512,29456,29388,501,499,32816,32823,513,517,0,0,5,0,534732,0,0,524288,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,8192,891200,691545,177152,1043456,32243712,30932992,0,0,25600,20480,0,0,0,0,0,16384,1024,0,185344,439350,24821958,3628496,1024,0,0,25600,20480,1.309728,2.2336e-05,1024,1,1,256,1,1,11,1024,0
"259",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,524288,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",90.464352,0.912489,2.324771,2.36323,127.375,100,96.56526,92.639843,0.001472,49.061829,1,1,0,0,8,1,40960,51200,0,0,262144,2048,118952,47307,50,0,108.666926,217.333852,108.666926,1.697921,98.618685,39.220476,108.666926,0,0,169.792072,135.833658,100,12.5,131072,"Low (2)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,1570816,522240,524288,0,0,2086912,2089984,"Mid (5)","Low (1)",70.972222,"Low (1)",1046528,0,35655680,0,13631488,3143680,8388608,0,1735680,518144,518144,405504,307200,0,0,13.832406,15.430224,19.03301,0,27.890911,19.899681,1.438105,0.958962,0.101226,1.415475,0,5,131175,2054,0,0,49.612403,9.802246,96.875,108.666926,1.697921,131072,2048,108.75232,1.702895,0,4.244802,"Low (2)",0,0,"Low (1)",0,2.766626,0.62657,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",132100,132092,66556,66564,59712,58644,23781,23690,23779,23744,59480,59468,65536,65536,1024,1024,6624,6376,992,992,65696,65708,1025,1029,0,0,5,0,969472,0,0,1048576,0,0,0,0,2048,0,0,0,0,0,0,0,0,0,0,16384,1766768,1380688,354304,2086912,64487424,61865984,0,0,51200,40960,0,0,0,0,0,32768,2048,0,370688,872694,50892030,6484376,2048,0,0,51200,40960,1.310837,4.2369e-05,2048,1,1,256,1,1,11,1024,0
"260",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,1048576,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",94.759133,0.922762,2.46357,2.400293,127.375,100,96.56526,92.639843,0.000736,49.827114,1,1,0,0,8,1,81920,102400,0,0,524288,4096,262164,46249,50,0,117.498872,234.997744,117.498872,1.83592,117.507836,20.729848,117.498872,0,0,183.591988,146.87359,100,12.5,262144,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,3141632,1044480,1048576,0,0,4173824,4176896,"Mid (5)","Low (1)",70.972222,"Low (2)",2093056,0,71311360,0,27262976,6287360,16777216,0,3468288,1036288,1036288,811008,614400,0,0,13.963503,16.093657,16.093516,0,29.141302,21.511292,0.546999,1.030086,0.106772,1.512873,0,5,262439,4102,0,0,49.612403,0,96.875,117.498872,1.83592,262144,4096,117.631098,1.838609,0,2.294899,"Low (2)",0,0,"Low (1)",0,2.825225,0.686235,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",264194,264190,133118,133122,131080,131104,23977,24826,23987,23956,131088,131096,131072,131072,2048,2048,0,0,1984,1984,131216,131227,2053,2049,0,0,5,0,1801484,0,0,2097152,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,32768,3310747,2759007,708608,4173824,128974848,123731968,0,0,102400,81920,0,0,0,0,0,65536,4096,0,741376,1704919,100801170,12848933,4096,0,0,102400,81920,1.297743,8.0097e-05,4096,1,1,256,1,1,11,1024,0
"261",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,2097152,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",97.19883,0.928975,2.522118,2.514253,127.375,100,96.56526,92.639843,0.000368,52.188868,1,1,0,0,8,1,163840,204800,0,0,1048576,8192,524328,49597,50,0,122.532682,245.065363,122.532682,1.914573,122.54203,11.591441,122.532682,0,0,191.457315,153.165852,100,12.5,524288,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,6283264,2088960,2097152,0,0,8347648,8350720,"Mid (5)","Low (1)",70.972222,"Low (2)",4186112,0,142622720,0,54525952,12574720,33554432,0,6933504,2072576,2072576,1622016,1228800,0,0,14.14505,16.263464,14.858635,0,29.504322,22.230648,0.288655,1.052598,0.108685,1.547943,0,5,524583,8198,0,0,49.612403,0,96.875,122.532682,1.914573,524288,8192,122.601627,1.915975,0,1.196608,"Low (2)",0,0,"Low (1)",0,2.967864,0.719043,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",528380,528388,266244,266236,262144,262152,24959,24722,24979,24904,262144,262152,262144,262144,4096,4096,0,0,3968,3968,262192,262199,4096,4102,0,0,4,1,3386352,0,0,4194304,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,65536,6272879,5516288,1417216,8347648,257949696,247463936,0,0,204800,163840,0,0,0,0,0,131072,8192,0,1482752,3295596,195802782,25037543,8192,0,0,204800,163840,1.352572,0.000154657,8192,1,1,256,1,1,11,1024,0
"262",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,4194304,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",98.011927,0.93147,2.546758,2.54765,127.375,100,96.56526,92.639843,0.000143,52.88011,1,1,0,0,8,1,327680,409600,0,0,2097152,16384,1048592,50375,50,0,125.328863,250.657725,125.328863,1.958263,125.330775,6.020967,125.328863,0,0,195.826348,156.661079,100,12.5,1048576,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,12566528,4177920,4194304,0,0,16695296,16697685,"Mid (5)","Low (1)",70.972222,"Low (2)",8372224,0,285245440,0,109051904,25149440,67108864,0,13863253,4145152,4145152,3244032,2457600,0,0,14.336114,16.372318,13.937513,0,29.740192,22.725318,0.136786,1.07204,0.110159,1.56956,0,5,1048679,16390,0,0,49.612403,0,96.875,125.328863,1.958263,1048576,16384,125.341174,1.958981,0,626.643555,"Low (2)",0,0,"Low (1)",0,3.011691,0.739034,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",1056770,1056766,532473,532487,524288,524296,25245,25510,25218,25261,524288,524296,524288,524288,8192,8192,0,0,7936,7936,524336,524343,8193,8197,0,0,1,4,6641884,0,0,8388608,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,131072,12217167,11028822,2834432,16695296,515899392,494927872,0,0,409600,327680,0,0,0,0,0,262144,16384,0,2965504,6519995,388583920,49747827,16384,0,0,409600,327680,1.336308,0.000303427,16384,1,1,256,1,1,11,1024,0
"263",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,8388608,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",99.001904,0.932794,2.564338,2.564063,127.375,100,96.56526,92.639843,7.2e-05,53.219781,1.000001,1.000002,0,0,8,1,655361,819201,0,0,4194304,32768,2097192,52835,50,0,126.85204,253.704079,126.85204,1.982063,126.854459,3.195871,126.85204,0,0,198.206554,158.565292,100,12.5,2097152,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,25133056,8355840,8388608,0,0,33390592,33392993,"Mid (5)","Low (1)",70.972126,"Low (2)",16744448,0,570490880,0,218103808,50298880,134217728,0,27724129,8290304,8290304,6488064,4915200,0,0,14.37488,16.438645,13.528104,0,29.904709,22.886249,0.097338,1.078446,0.110805,1.580823,0,5,2097447,32774,0,0,49.612403,0,96.875,126.85204,1.982063,2097152,32768,126.869884,1.982426,0,317.129883,"Low (2)",0,0,"Low (1)",0,3.03288,0.746419,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",2113537,2113535,1064962,1064958,1048576,1048608,26371,26390,26415,26420,1048576,1048584,1048576,1048576,16384,16384,0,0,15872,15872,1048624,1048631,16389,16385,0,0,5,0,13105968,0,0,16777216,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,262144,24354797,22055936,5668864,33390592,1031798784,989855744,0,0,819200,655360,0,0,0,0,0,524288,32768,0,5931008,13011301,776838696,99595506,32768,0,0,819200,655360,1.34215,0.000600518,32768,1,1,256,1,1,11,1024,0
"264",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,12582912,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",99.345953,0.933451,2.570193,2.570541,127.375,100,96.56526,92.639843,4.8e-05,53.353908,1,1,0,0,8,1,983040,1228800,0,0,6291456,49152,3145772,53684,50,0,124.657441,249.314882,124.657441,1.947773,124.659185,2.127365,124.657441,0,0,194.777252,155.821802,100,12.5,3145728,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,37699584,12533760,12582912,0,0,50085888,50088960,"Mid (5)","Low (1)",70.972222,"Low (2)",25116672,0,855736320,0,327155712,75448320,201326592,0,41585664,12435456,12435456,9732096,7372800,0,0,14.425605,16.515228,13.067307,0,30.114164,23.020143,0.065212,1.088757,0.111504,1.59208,0,5,3145831,49158,0,0,49.612403,0,96.875,124.657441,1.947773,3145728,49152,124.661523,1.94801,0,207.761719,"Low (2)",0,0,"Low (1)",0,3.041478,0.75057,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",3170308,3170300,1597441,1597439,1572864,1572896,27094,27393,27182,27217,1572864,1572872,1572864,1572864,24576,24576,0,0,23808,23808,1572912,1572919,24577,24581,0,0,1,4,19521204,0,0,25165824,0,0,0,0,49152,0,0,0,0,0,0,0,0,0,0,393216,36339496,33082368,8503296,50085888,1547698176,1484783616,0,0,1228800,983040,0,0,0,0,0,786432,49152,0,8896512,19431034,1160716526,148651721,49152,0,0,1228801,983041,1.342263,0.000897867,49152,1,1,256,1,1,11,1024,0
"265",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,16777216,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",99.634507,0.933632,2.572995,2.573196,127.375,100,96.56526,92.639843,4.6e-05,53.408726,1,1,0,0,8,1,1310720,1638400,0,0,8388608,65536,4194312,57193,50,0,127.936658,255.873316,127.936658,1.99901,127.936902,1.744528,127.936658,0,0,199.901028,159.920823,100,12.5,4194304,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,50266112,16711680,16777216,0,0,66781184,66784256,"Mid (5)","Low (1)",70.972222,"Low (2)",33488896,0,1140981760,0,436207616,100597760,268435456,0,55446528,16580608,16580608,12976128,9830400,0,0,14.363859,16.459445,13.417945,0,29.894683,23.011647,0.068239,1.0848,0.111031,1.588351,0,5,4194407,65542,0,0,49.612403,0,96.875,127.936658,1.99901,4194304,65536,127.9398,1.999193,0,159.919922,"Low (2)",0,0,"Low (1)",0,3.046472,0.752977,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",4227073,4227071,2129919,2129921,2097292,2097160,25380,28403,25176,25261,2097296,2097317,2097152,2097152,32768,32768,0,0,31744,31744,2097200,2097207,32769,32773,0,0,1,4,26093212,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,524288,48292891,44108132,11337728,66781184,2063597568,1979711488,0,0,1638400,1310720,0,0,0,0,0,1048576,65536,0,11862016,25997864,1553858838,198462720,65536,0,0,1638400,1310720,1.347805,0.001193453,65536,1,1,256,1,1,11,1024,0
"266",7,5.2,8,"TitanX",0,1076,3072,3,384,3505,"336,48","dotProd",7,20971520,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",99.605489,0.933734,2.574052,2.574921,127.375,100,96.56526,92.639843,2.9e-05,53.444455,1,1,0,0,8,1,1638400,2048000,0,0,10485760,81920,5242888,58681,50,0,127.142918,254.285834,127.142918,1.986608,127.143112,1.423049,127.142918,0,0,198.660809,158.928647,100,12.5,5242880,"Low (3)","Low (1)","Low (2)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,62832640,20889600,20971520,0,0,83476480,83478872,"Mid (5)","Low (1)",70.972222,"Low (2)",41861120,0,1426227200,0,545259520,125747200,335544320,0,69306712,20725760,20725760,16220160,12288000,0,0,14.339864,16.423406,13.185599,0,29.942624,23.299323,0.028407,1.085194,0.110818,1.584765,0,5,5242983,81926,0,0,49.612403,0,96.875,127.142918,1.986608,5242880,81920,127.145415,1.986754,0,127.142578,"Low (2)",0,0,"Low (1)",0,3.048066,0.753834,0,"GeForce GTX TITAN X (0)",1,7,"dotProd(float*, float*, float*, int)",5283839,5283841,2662405,2662395,2621440,2621472,29396,29371,29290,29329,2621440,2621448,2621440,2621440,40960,40960,0,0,39680,39680,2621488,2621495,40961,40965,0,0,5,0,32531604,0,0,41943040,0,0,0,0,81920,0,0,0,0,0,0,0,0,0,0,655360,60307456,55134560,14172160,83476480,2579496960,2474639360,0,0,2048000,1638400,0,0,0,0,0,1310720,81920,0,14827520,32402694,1936463158,247989145,81920,0,0,2048000,1638400,1.382579,0.001491216,81920,1,1,256,1,1,11,1024,0
