2048,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",74585,0,74585,0,129730,129739,12,46,4,8,0,8,64866,64864,64864,64864,12413,11188,13275,15492,4600,2201,6827,8589,10925,11146,15275,15022,8060,6630,2398,5129,48128,46393,47974,49671,5066,2432,6596,8129,0,0,0,0,1,0,0,4,41002324,0,0,44180,0,0,0,0,8486,0,0,0,0,0,0,0,0,0,0,1,9422236,728583,95981,920542,920542,891818,14331,8188,0,0,0,0,0,0,0,44180,10512,0,82640,10247047,10247048,10248252,1,0,0,0,0
2560,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",0,102139,0,102139,129742,129728,0,2,0,0,20,32,64874,64868,64868,64880,16973,16177,22821,18440,4550,2668,9977,10533,18025,16177,19807,20402,4550,2668,9977,10533,81903,81089,87765,83360,4552,2672,9977,10533,0,0,0,0,1,4,0,0,58457076,0,0,64175,0,0,0,0,10361,0,0,0,0,0,0,0,0,0,0,1,13384364,1026198,128218,1282631,1282632,1247348,17915,10236,0,0,0,0,0,0,0,64175,12892,0,111648,14610735,14610734,14607997,1,0,0,0,0
3072,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",134436,0,134436,0,259460,129738,12,42,4,8,0,2,129732,129728,129728,129728,23594,22246,27169,28361,3130,3108,18406,8422,25161,26821,22594,26794,4908,3108,12530,12520,90035,91685,87466,91666,4908,3113,12531,12520,0,0,0,0,0,4,1,0,79234004,0,0,89086,0,0,0,0,12191,0,0,0,0,0,0,0,0,0,0,1,18333326,1398434,165347,1729125,1729124,1687098,21499,12284,0,0,0,0,0,0,0,89086,15251,0,145539,19804996,19804996,19803277,1,0,0,0,0
3584,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",159826,0,159826,0,259460,259474,12,80,4,8,0,2,129732,129728,129728,129728,28542,25545,32690,33882,7139,3567,13394,15067,28542,25545,32690,33882,7139,3567,13394,15067,158290,155281,162450,163634,7139,3567,13398,15069,0,0,0,0,0,0,4,1,94415408,0,0,106327,0,0,0,0,14668,0,0,0,0,0,0,0,0,0,0,1,21749154,1652353,196648,2045646,2045646,1996146,25083,14332,0,0,0,0,0,0,0,106327,18231,0,173302,23600105,23600104,23593958,1,0,0,0,0
4096,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",0,193841,0,193841,129806,259456,28,2,12,16,8,26,64908,64898,64890,64894,31891,33482,44328,39297,7713,4102,15677,17351,33818,33482,39711,41975,13125,14789,4990,11939,167076,164050,168651,168225,13131,14789,4990,11939,0,0,0,0,5,0,0,0,117122648,0,0,132618,0,0,0,0,16740,0,0,0,0,0,0,0,0,0,0,1,26871549,2031527,235805,2503134,2503134,2446708,28667,16380,0,0,0,0,0,0,0,132618,20816,0,209123,29276908,29276908,29278239,1,0,0,0,0
4608,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",0,230926,0,230926,259460,259544,12,2,4,8,0,2,129732,129728,129728,129736,40385,39877,50963,49052,4673,4759,23419,17798,46950,45445,40538,47332,16988,15711,5589,12361,173100,169645,175886,180762,12304,5512,15792,17047,0,0,0,0,0,0,4,1,141615412,0,0,161849,0,0,0,0,18998,0,0,0,0,0,0,0,0,0,0,1,32705684,2454991,278466,3011920,3011920,2948230,32251,18428,0,0,0,0,0,0,0,161849,23583,0,248348,35399866,35399866,35435300,1,0,0,0,0
5120,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",0,267524,267524,0,259460,259466,12,42,4,8,0,2,129732,129728,129728,129728,51253,47894,54019,58008,14173,5983,18135,18059,48324,47894,59738,55206,10702,5174,18944,21530,223046,222610,234450,229914,10702,5178,18945,21531,0,0,0,0,4,0,1,0,165897684,0,0,190698,0,0,0,0,21111,0,0,0,0,0,0,0,0,0,0,1,38280878,2871584,320313,3512207,3512206,3441510,35835,20476,0,0,0,0,0,0,0,190698,26209,0,286834,41470483,41470482,41271708,1,0,0,0,0
5632,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",308513,0,0,308513,346092,259464,0,2,0,0,8,4,173064,173052,173052,173056,63391,56643,62929,63325,5815,5803,29475,21132,63389,56641,62925,63319,15384,6658,19906,20277,258005,251267,257569,257973,11802,5987,20577,23865,0,0,0,0,1,0,4,0,192573972,0,0,223764,0,0,0,0,23406,0,0,0,0,0,0,0,0,0,0,1,44670304,3336611,366893,4070394,4070394,3992420,39419,22524,0,0,0,0,0,0,0,223764,29014,0,329974,48139815,48139814,48372965,1,0,0,0,0
6144,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",0,356205,0,356205,389190,259616,12,2,4,8,0,2,194598,194592,194592,194600,65796,66349,81396,75271,6142,6181,32619,22451,69214,66349,74576,78661,21181,21668,7417,17127,260490,261021,276092,269959,16938,7264,21823,21374,0,0,0,0,0,1,4,0,226740532,0,0,264240,0,0,0,0,24990,0,0,0,0,0,0,0,0,0,0,1,52367978,3896996,418801,4734595,4734594,4650392,43003,24572,0,0,0,0,0,0,0,264240,31113,0,378777,56681160,56681160,56679672,1,0,0,0,0
6656,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",402584,0,0,402584,389198,519096,12,92,4,8,0,2,194598,194600,194592,194600,81311,77301,86719,83893,24796,22847,7846,17871,73218,76334,94812,84860,24796,22847,7846,17871,275925,271917,281335,278509,18068,7856,22843,24599,0,0,0,0,4,1,0,0,257355920,0,0,302604,0,0,0,0,27377,0,0,0,0,0,0,0,0,0,0,1,59421507,4443200,470961,5385119,5385120,5293510,46587,26620,0,0,0,0,0,0,0,302604,34007,0,427445,64334830,64334830,64652357,1,0,0,0,0
